HCPCS,DESCRIPTION,STATUS CODE,Outpatient RVU,Inpatient RVU,IN_OUT_RVU,GLOB_DAYS
25085,Incision of wrist capsule,A,13.78,13.78,27.56,90
25100,Biopsy of wrist joint,A,10.79,10.79,21.58,90
25101,Explore/treat wrist joint,A,12.5,12.5,25,90
25105,Remove wrist joint lining,A,14.95,14.95,29.9,90
25107,Remove wrist joint cartilage,A,18.92,18.92,37.84,90
25109,Excise tendon forearm/wrist,A,16.41,16.41,32.82,90
25110,Remove wrist tendon lesion,A,10.66,10.66,21.32,90
25111,Remove wrist tendon lesion,A,10.04,10.04,20.08,90
25112,Reremove wrist tendon lesion,A,12.04,12.04,24.08,90
25115,Remove wrist/forearm lesion,A,23.06,23.06,46.12,90
25116,Remove wrist/forearm lesion,A,18.51,18.51,37.02,90
25118,Excise wrist tendon sheath,A,11.8,11.8,23.6,90
25119,Partial removal of ulna,A,15.41,15.41,30.82,90
25120,Removal of forearm lesion,A,15.39,15.39,30.78,90
25125,Remove/graft forearm lesion,A,18.23,18.23,36.46,90
25126,Remove/graft forearm lesion,A,18.36,18.36,36.72,90
25130,Removal of wrist lesion,A,13.87,13.87,27.74,90
25135,Remove & graft wrist lesion,A,17.21,17.21,34.42,90
25136,Remove & graft wrist lesion,A,15.28,15.28,30.56,90
25145,Remove forearm bone lesion,A,15.99,15.99,31.98,90
25150,Partial removal of ulna,A,17.33,17.33,34.66,90
25151,Partial removal of radius,A,17.86,17.86,35.72,90
25170,Resect radius/ulnar tumor,A,44.14,44.14,88.28,90
25210,Removal of wrist bone,A,15.14,15.14,30.28,90
25215,Removal of wrist bones,A,18.93,18.93,37.86,90
25230,Partial removal of radius,A,13.31,13.31,26.62,90
25240,Partial removal of ulna,A,13.23,13.23,26.46,90
25246,Injection for wrist x-ray,A,5.84,2.16,8,0
25248,Remove forearm foreign body,A,13.02,13.02,26.04,90
25250,Removal of wrist prosthesis,A,16.36,16.36,32.72,90
25251,Removal of wrist prosthesis,A,21.92,21.92,43.84,90
25259,Manipulate wrist w/anesthes,A,13.36,13.36,26.72,90
25260,Repair forearm tendon/muscle,A,19.4,19.4,38.8,90
25263,Repair forearm tendon/muscle,A,19.4,19.4,38.8,90
25265,Repair forearm tendon/muscle,A,22.96,22.96,45.92,90
25270,Repair forearm tendon/muscle,A,15.16,15.16,30.32,90
25272,Repair forearm tendon/muscle,A,17.15,17.15,34.3,90
25274,Repair forearm tendon/muscle,A,20.27,20.27,40.54,90
25275,Repair forearm tendon sheath,A,20.51,20.51,41.02,90
25280,Revise wrist/forearm tendon,A,17.32,17.32,34.64,90
25290,Incise wrist/forearm tendon,A,13.4,13.4,26.8,90
25295,Release wrist/forearm tendon,A,16.14,16.14,32.28,90
25300,Fusion of tendons at wrist,A,21.07,21.07,42.14,90
25301,Fusion of tendons at wrist,A,19.65,19.65,39.3,90
25310,Transplant forearm tendon,A,18.99,18.99,37.98,90
25312,Transplant forearm tendon,A,21.84,21.84,43.68,90
25315,Revise palsy hand tendon(s),A,23.41,23.41,46.82,90
25316,Revise palsy hand tendon(s),A,27.79,27.79,55.58,90
25320,Repair/revise wrist joint,A,30.13,30.13,60.26,90
25332,Revise wrist joint,A,25.67,25.67,51.34,90
25335,Realignment of hand,A,28.61,28.61,57.22,90
25337,Reconstruct ulna/radioulnar,A,27.02,27.02,54.04,90
25350,Revision of radius,A,20.56,20.56,41.12,90
25355,Revision of radius,A,23.28,23.28,46.56,90
25360,Revision of ulna,A,20.03,20.03,40.06,90
25365,Revise radius & ulna,A,27.81,27.81,55.62,90
25370,Revise radius or ulna,A,30.67,30.67,61.34,90
25375,Revise radius & ulna,A,28.89,28.89,57.78,90
25390,Shorten radius or ulna,A,23.36,23.36,46.72,90
25391,Lengthen radius or ulna,A,30.14,30.14,60.28,90
25392,Shorten radius & ulna,A,30.66,30.66,61.32,90
25393,Lengthen radius & ulna,A,34.1,34.1,68.2,90
25394,Repair carpal bone shorten,A,23.86,23.86,47.72,90
25400,Repair radius or ulna,A,24.35,24.35,48.7,90
25405,Repair/graft radius or ulna,A,31.34,31.34,62.68,90
25415,Repair radius & ulna,A,29.31,29.31,58.62,90
25420,Repair/graft radius & ulna,A,35.22,35.22,70.44,90
25425,Repair/graft radius or ulna,A,29.18,29.18,58.36,90
25426,Repair/graft radius & ulna,A,33.91,33.91,67.82,90
25430,Vasc graft into carpal bone,A,22.32,22.32,44.64,90
25431,Repair nonunion carpal bone,A,23.96,23.96,47.92,90
25440,Repair/graft wrist bone,A,23.37,23.37,46.74,90
25441,Reconstruct wrist joint,A,28.43,28.43,56.86,90
25442,Reconstruct wrist joint,A,24.58,24.58,49.16,90
25443,Reconstruct wrist joint,A,23.91,23.91,47.82,90
25444,Reconstruct wrist joint,A,24.98,24.98,49.96,90
25445,Reconstruct wrist joint,A,21.93,21.93,43.86,90
25446,Wrist replacement,A,35.39,35.39,70.78,90
25447,Repair wrist joints,A,25.32,25.32,50.64,90
25449,Remove wrist joint implant,A,31.23,31.23,62.46,90
25450,Revision of wrist joint,A,18.89,18.89,37.78,90
25455,Revision of wrist joint,A,22.27,22.27,44.54,90
25490,Reinforce radius,A,21.91,21.91,43.82,90
25491,Reinforce ulna,A,22.51,22.51,45.02,90
25492,Reinforce radius and ulna,A,27.51,27.51,55.02,90
25500,Treat fracture of radius,A,8.96,8.11,17.07,90
25505,Treat fracture of radius,A,15.84,14.33,30.17,90
25515,Treat fracture of radius,A,20.49,20.49,40.98,90
25520,Treat fracture of radius,A,17.87,16.84,34.71,90
25525,Treat fracture of radius,A,24.08,24.08,48.16,90
25526,Treat fracture of radius,A,29.05,29.05,58.1,90
25530,Treat fracture of ulna,A,8.34,7.65,15.99,90
25535,Treat fracture of ulna,A,15.4,14.2,29.6,90
25545,Treat fracture of ulna,A,19.12,19.12,38.24,90
25560,Treat fracture radius & ulna,A,9.13,8.15,17.28,90
25565,Treat fracture radius & ulna,A,16.14,14.41,30.55,90
25574,Treat fracture radius & ulna,A,20.62,20.62,41.24,90
25575,Treat fracture radius/ulna,A,27.48,27.48,54.96,90
25600,Treat fracture radius/ulna,A,10.64,10.18,20.82,90
25605,Treat fracture radius/ulna,A,16.77,15.82,32.59,90
25606,Treat fx distal radial,A,20.48,20.48,40.96,90
25607,Treat fx rad extra-articul,A,22.6,22.6,45.2,90
25608,Treat fx rad intra-articul,A,25.23,25.23,50.46,90
25609,Treat fx radial 3+ frag,A,31.94,31.94,63.88,90
25622,Treat wrist bone fracture,A,9.67,8.92,18.59,90
25624,Treat wrist bone fracture,A,15.32,13.86,29.18,90
25628,Treat wrist bone fracture,A,21.91,21.91,43.82,90
25630,Treat wrist bone fracture,A,9.59,8.91,18.5,90
25635,Treat wrist bone fracture,A,14.54,13.18,27.72,90
25645,Treat wrist bone fracture,A,17.49,17.49,34.98,90
25650,Treat wrist bone fracture,A,10.34,9.58,19.92,90
25651,Pin ulnar styloid fracture,A,15.11,15.11,30.22,90
25652,Treat fracture ulnar styloid,A,19.06,19.06,38.12,90
25660,Treat wrist dislocation,A,13.93,13.93,27.86,90
25670,Treat wrist dislocation,A,18.56,18.56,37.12,90
25671,Pin radioulnar dislocation,A,16.46,16.46,32.92,90
25675,Treat wrist dislocation,A,14.25,12.85,27.1,90
25676,Treat wrist dislocation,A,19.28,19.28,38.56,90
25680,Treat wrist fracture,A,16.37,16.37,32.74,90
25685,Treat wrist fracture,A,22.39,22.39,44.78,90
25690,Treat wrist dislocation,A,15.22,15.22,30.44,90
25695,Treat wrist dislocation,A,19.37,19.37,38.74,90
25800,Fusion of wrist joint,A,22.23,22.23,44.46,90
25805,Fusion/graft of wrist joint,A,25.75,25.75,51.5,90
25810,Fusion/graft of wrist joint,A,26.34,26.34,52.68,90
25820,Fusion of hand bones,A,19.79,19.79,39.58,90
25825,Fuse hand bones with graft,A,24.14,24.14,48.28,90
25830,Fusion radioulnar jnt/ulna,A,31.22,31.22,62.44,90
25900,Amputation of forearm,A,21.83,21.83,43.66,90
25905,Amputation of forearm,A,21.38,21.38,42.76,90
25907,Amputation follow-up surgery,A,18.79,18.79,37.58,90
25909,Amputation follow-up surgery,A,20.87,20.87,41.74,90
25915,Amputation of forearm,A,35.19,35.19,70.38,90
25920,Amputate hand at wrist,A,22.21,22.21,44.42,90
25922,Amputate hand at wrist,A,19.71,19.71,39.42,90
25924,Amputation follow-up surgery,A,21.7,21.7,43.4,90
25927,Amputation of hand,A,26.18,26.18,52.36,90
25929,Amputation follow-up surgery,A,18.31,18.31,36.62,90
25931,Amputation follow-up surgery,A,24.25,24.25,48.5,90
25999,Unlisted px forearm/wrist,C,0,0,0,YYY
26010,Drainage of finger abscess,A,10.36,4.3,14.66,10
26011,Drainage of finger abscess,A,14.33,5.63,19.96,10
26020,Drain hand tendon sheath,A,17.01,17.01,34.02,90
26025,Drainage of palm bursa,A,12.84,12.84,25.68,90
26030,Drainage of palm bursas,A,15.04,15.04,30.08,90
26034,Treat hand bone lesion,A,16.88,16.88,33.76,90
26035,Decompress fingers/hand,A,26.2,26.2,52.4,90
26037,Decompress fingers/hand,A,17.13,17.13,34.26,90
26040,Release palm contracture,A,9.76,9.76,19.52,90
26045,Release palm contracture,A,14.51,14.51,29.02,90
26055,Incise finger tendon sheath,A,17.81,8.98,26.79,90
26060,Incision of finger tendon,A,7.87,7.87,15.74,90
26070,Explore/treat hand joint,A,9.96,9.96,19.92,90
26075,Explore/treat finger joint,A,10.43,10.43,20.86,90
26080,Explore/treat finger joint,A,12.29,12.29,24.58,90
26100,Biopsy hand joint lining,A,10.49,10.49,20.98,90
26105,Biopsy finger joint lining,A,10.55,10.55,21.1,90
26110,Biopsy finger joint lining,A,10.04,10.04,20.08,90
26111,Exc hand les sc 1.5 cm/>,A,12.71,12.71,25.42,90
26113,Exc hand tum deep 1.5 cm/>,A,16.71,16.71,33.42,90
26115,Exc hand les sc < 1.5 cm,A,16.65,10.2,26.85,90
26116,Exc hand tum deep < 1.5 cm,A,16.05,16.05,32.1,90
26117,Rad resect hand tumor < 3 cm,A,22.61,22.61,45.22,90
26118,Rad resect hand tumor 3 cm/>,A,31.71,31.71,63.42,90
26121,Release palm contracture,A,18.33,18.33,36.66,90
26123,Release palm contracture,A,25.54,25.54,51.08,90
26125,Release palm contracture,A,8,8,16,ZZZ
26130,Remove wrist joint lining,A,14.43,14.43,28.86,90
26135,Revise finger joint each,A,16.94,16.94,33.88,90
26140,Revise finger joint each,A,15.59,15.59,31.18,90
26145,Tendon excision palm/finger,A,15.82,15.82,31.64,90
26160,Remove tendon sheath lesion,A,18.6,9.74,28.34,90
26170,Removal of palm tendon each,A,12.56,12.56,25.12,90
26180,Removal of finger tendon,A,13.84,13.84,27.68,90
26185,Remove finger bone,A,17.13,17.13,34.26,90
26200,Remove hand bone lesion,A,13.84,13.84,27.68,90
26205,Remove/graft bone lesion,A,18.49,18.49,36.98,90
26210,Removal of finger lesion,A,13.78,13.78,27.56,90
26215,Remove/graft finger lesion,A,17.37,17.37,34.74,90
26230,Partial removal of hand bone,A,15.31,15.31,30.62,90
26235,Partial removal finger bone,A,15.11,15.11,30.22,90
26236,Partial removal finger bone,A,13.57,13.57,27.14,90
26250,Extensive hand surgery,A,32.23,32.23,64.46,90
26260,Resect prox finger tumor,A,24.18,24.18,48.36,90
26262,Resect distal finger tumor,A,19.25,19.25,38.5,90
26320,Removal of implant from hand,A,10.74,10.74,21.48,90
26340,Manipulate finger w/anesth,A,11.05,11.05,22.1,90
26341,Manipulat palm cord post inj,A,3.56,2.38,5.94,10
26350,Repair finger/hand tendon,A,22.72,22.72,45.44,90
26352,Repair/graft hand tendon,A,25.26,25.26,50.52,90
26356,Repair finger/hand tendon,A,24.25,24.25,48.5,90
26357,Repair finger/hand tendon,A,27.15,27.15,54.3,90
26358,Repair/graft hand tendon,A,29.91,29.91,59.82,90
26370,Repair finger/hand tendon,A,23.79,23.79,47.58,90
26372,Repair/graft hand tendon,A,27.77,27.77,55.54,90
26373,Repair finger/hand tendon,A,26.73,26.73,53.46,90
26390,Revise hand/finger tendon,A,26.64,26.64,53.28,90
26392,Repair/graft hand tendon,A,30.36,30.36,60.72,90
26410,Repair hand tendon,A,18.31,18.31,36.62,90
26412,Repair/graft hand tendon,A,21.76,21.76,43.52,90
26415,Excision hand/finger tendon,A,25.83,25.83,51.66,90
26416,Graft hand or finger tendon,A,27.95,27.95,55.9,90
26418,Repair finger tendon,A,19.04,19.04,38.08,90
26420,Repair/graft finger tendon,A,22.58,22.58,45.16,90
26426,Repair finger/hand tendon,A,15.45,15.45,30.9,90
26428,Repair/graft finger tendon,A,24.22,24.22,48.44,90
26432,Repair finger tendon,A,16.57,16.57,33.14,90
26433,Repair finger tendon,A,17.41,17.41,34.82,90
26434,Repair/graft finger tendon,A,21.18,21.18,42.36,90
26437,Realignment of tendons,A,20.3,20.3,40.6,90
26440,Release palm/finger tendon,A,19.78,19.78,39.56,90
26442,Release palm & finger tendon,A,30.07,30.07,60.14,90
26445,Release hand/finger tendon,A,18.38,18.38,36.76,90
26449,Release forearm/hand tendon,A,21.4,21.4,42.8,90
26450,Incision of palm tendon,A,14.17,14.17,28.34,90
26455,Incision of finger tendon,A,14.08,14.08,28.16,90
26460,Incise hand/finger tendon,A,13.79,13.79,27.58,90
26471,Fusion of finger tendons,A,20.1,20.1,40.2,90
26474,Fusion of finger tendons,A,19.87,19.87,39.74,90
26476,Tendon lengthening,A,19.63,19.63,39.26,90
26477,Tendon shortening,A,19.17,19.17,38.34,90
26478,Lengthening of hand tendon,A,20.03,20.03,40.06,90
26479,Shortening of hand tendon,A,20.59,20.59,41.18,90
26480,Transplant hand tendon,A,23.87,23.87,47.74,90
26483,Transplant/graft hand tendon,A,26.46,26.46,52.92,90
26485,Transplant palm tendon,A,25.4,25.4,50.8,90
26489,Transplant/graft palm tendon,A,29.25,29.25,58.5,90
26490,Revise thumb tendon,A,25.49,25.49,50.98,90
26492,Tendon transfer with graft,A,28.18,28.18,56.36,90
26494,Hand tendon/muscle transfer,A,25.6,25.6,51.2,90
26496,Revise thumb tendon,A,27.54,27.54,55.08,90
26497,Finger tendon transfer,A,27.5,27.5,55,90
26498,Finger tendon transfer,A,35.7,35.7,71.4,90
26499,Revision of finger,A,26.47,26.47,52.94,90
26500,Hand tendon reconstruction,A,20.95,20.95,41.9,90
26502,Hand tendon reconstruction,A,23,23,46,90
26508,Release thumb contracture,A,20.62,20.62,41.24,90
26510,Thumb tendon transfer,A,19.51,19.51,39.02,90
26516,Fusion of knuckle joint,A,22.61,22.61,45.22,90
26517,Fusion of knuckle joints,A,26.32,26.32,52.64,90
26518,Fusion of knuckle joints,A,26.65,26.65,53.3,90
26520,Release knuckle contracture,A,20.73,20.73,41.46,90
26525,Release finger contracture,A,20.85,20.85,41.7,90
26530,Revise knuckle joint,A,16.61,16.61,33.22,90
26531,Revise knuckle with implant,A,19.3,19.3,38.6,90
26535,Revise finger joint,A,13.46,13.46,26.92,90
26536,Revise/implant finger joint,A,22.79,22.79,45.58,90
26540,Repair hand joint,A,21.28,21.28,42.56,90
26541,Repair hand joint with graft,A,25.39,25.39,50.78,90
26542,Repair hand joint with graft,A,21.97,21.97,43.94,90
26545,Reconstruct finger joint,A,22.36,22.36,44.72,90
26546,Repair nonunion hand,A,31.52,31.52,63.04,90
26548,Reconstruct finger joint,A,24.31,24.31,48.62,90
26550,Construct thumb replacement,A,49.81,49.81,99.62,90
26551,Great toe-hand transfer,A,98.83,98.83,197.66,90
26553,Single transfer toe-hand,A,98.17,98.17,196.34,90
26554,Double transfer toe-hand,A,114.23,114.23,228.46,90
26555,Positional change of finger,A,41.9,41.9,83.8,90
26556,Toe joint transfer,A,102.14,102.14,204.28,90
26560,Repair of web finger,A,19.38,19.38,38.76,90
26561,Repair of web finger,A,29.81,29.81,59.62,90
26562,Repair of web finger,A,41.69,41.69,83.38,90
26565,Correct metacarpal flaw,A,21.62,21.62,43.24,90
26567,Correct finger deformity,A,21.88,21.88,43.76,90
26568,Lengthen metacarpal/finger,A,28.22,28.22,56.44,90
26580,Repair hand deformity,A,46.59,46.59,93.18,90
26587,Reconstruct extra finger,A,31.64,31.64,63.28,90
26590,Repair finger deformity,A,43.26,43.26,86.52,90
26591,Repair muscles of hand,A,14.91,14.91,29.82,90
26593,Release muscles of hand,A,19.63,19.63,39.26,90
26596,Excision constricting tissue,A,24.87,24.87,49.74,90
26600,Treat metacarpal fracture,A,9.47,9.02,18.49,90
26605,Treat metacarpal fracture,A,10.34,9.31,19.65,90
26607,Treat metacarpal fracture,A,15.58,15.58,31.16,90
26608,Treat metacarpal fracture,A,14.84,14.84,29.68,90
26615,Treat metacarpal fracture,A,17.63,17.63,35.26,90
26641,Treat thumb dislocation,A,13.09,11.92,25.01,90
26645,Treat thumb fracture,A,13.51,12.29,25.8,90
26650,Treat thumb fracture,A,14.83,14.83,29.66,90
26665,Treat thumb fracture,A,19.16,19.16,38.32,90
26670,Treat hand dislocation,A,10.98,9.8,20.78,90
26675,Treat hand dislocation,A,14.4,13.13,27.53,90
26676,Pin hand dislocation,A,15.71,15.71,31.42,90
26685,Treat hand dislocation,A,17.65,17.65,35.3,90
26686,Treat hand dislocation,A,19.02,19.02,38.04,90
26700,Treat knuckle dislocation,A,10.64,9.8,20.44,90
26705,Treat knuckle dislocation,A,13.65,12.35,26,90
26706,Pin knuckle dislocation,A,13.78,13.78,27.56,90
26715,Treat knuckle dislocation,A,17.57,17.57,35.14,90
26720,Treat finger fracture each,A,6.35,5.97,12.32,90
26725,Treat finger fracture each,A,10.71,9.53,20.24,90
26727,Treat finger fracture each,A,14.63,14.63,29.26,90
26735,Treat finger fracture each,A,18.22,18.22,36.44,90
26740,Treat finger fracture each,A,7.34,6.94,14.28,90
26742,Treat finger fracture each,A,11.65,10.44,22.09,90
26746,Treat finger fracture each,A,22.59,22.59,45.18,90
26750,Treat finger fracture each,A,5.93,6,11.93,90
26755,Treat finger fracture each,A,10.01,8.57,18.58,90
26756,Pin finger fracture each,A,13.1,13.1,26.2,90
26765,Treat finger fracture each,A,15.48,15.48,30.96,90
26770,Treat finger dislocation,A,9.08,8.25,17.33,90
26775,Treat finger dislocation,A,12.36,11.09,23.45,90
26776,Pin finger dislocation,A,13.87,13.87,27.74,90
26785,Treat finger dislocation,A,16.79,16.79,33.58,90
26820,Thumb fusion with graft,A,25.23,25.23,50.46,90
26841,Fusion of thumb,A,23.59,23.59,47.18,90
26842,Thumb fusion with graft,A,25.3,25.3,50.6,90
26843,Fusion of hand joint,A,23.8,23.8,47.6,90
26844,Fusion/graft of hand joint,A,26.15,26.15,52.3,90
26850,Fusion of knuckle,A,22.34,22.34,44.68,90
26852,Fusion of knuckle with graft,A,25.35,25.35,50.7,90
26860,Fusion of finger joint,A,18.67,18.67,37.34,90
26861,Fusion of finger jnt add-on,A,3.03,3.03,6.06,ZZZ
26862,Fusion/graft of finger joint,A,23.33,23.33,46.66,90
26863,Fuse/graft added joint,A,6.76,6.76,13.52,ZZZ
26910,Amputate metacarpal bone,A,23.15,23.15,46.3,90
26951,Amputation of finger/thumb,A,21.4,21.4,42.8,90
26952,Amputation of finger/thumb,A,20.8,20.8,41.6,90
26989,Unlisted px hands/fingers,C,0,0,0,YYY
26990,Drainage of pelvis lesion,A,20.68,20.68,41.36,90
26991,Drainage of pelvis bursa,A,21.45,16.06,37.51,90
26992,Drainage of bone lesion,A,30.59,30.59,61.18,90
27000,Incision of hip tendon,A,11.87,11.87,23.74,90
27001,Incision of hip tendon,A,16.47,16.47,32.94,90
27003,Incision of hip tendon,A,18.31,18.31,36.62,90
27005,Incision of hip tendon,A,21.88,21.88,43.76,90
27006,Incision of hip tendons,A,21.69,21.69,43.38,90
27025,Incision of hip/thigh fascia,A,28.12,28.12,56.24,90
27027,Buttock fasciotomy,A,26.78,26.78,53.56,90
27030,Drainage of hip joint,A,28.3,28.3,56.6,90
27033,Exploration of hip joint,A,29.36,29.36,58.72,90
27035,Denervation of hip joint,A,33.89,33.89,67.78,90
27036,Excision of hip joint/muscle,A,30.82,30.82,61.64,90
27040,Biopsy of soft tissues,A,10.2,5.99,16.19,10
27041,Biopsy of soft tissues,A,21.46,21.46,42.92,90
27043,Exc hip pelvis les sc 3 cm/>,A,14.23,14.23,28.46,90
27045,Exc hip/pelv tum deep 5 cm/>,A,22.16,22.16,44.32,90
27047,Exc hip/pelvis les sc < 3 cm,A,15,11.01,26.01,90
27048,Exc hip/pelv tum deep < 5 cm,A,18.57,18.57,37.14,90
27049,Resect hip/pelv tum < 5 cm,A,42.88,42.88,85.76,90
27050,Biopsy of sacroiliac joint,A,12.48,12.48,24.96,90
27052,Biopsy of hip joint,A,17.71,17.71,35.42,90
27054,Removal of hip joint lining,A,20.96,20.96,41.92,90
27057,Buttock fasciotomy w/dbrdmt,A,30.42,30.42,60.84,90
27059,Resect hip/pelv tum 5 cm/>,A,54.36,54.36,108.72,90
27060,Removal of ischial bursa,A,14.29,14.29,28.58,90
27062,Remove femur lesion/bursa,A,13.9,13.9,27.8,90
27065,Remove hip bone les super,A,15.99,15.99,31.98,90
27066,Remove hip bone les deep,A,24.76,24.76,49.52,90
27067,Remove/graft hip bone lesion,A,31.34,31.34,62.68,90
27070,Part remove hip bone super,A,26.77,26.77,53.54,90
27071,Part removal hip bone deep,A,29.42,29.42,58.84,90
27075,Resect hip tumor,A,62.38,62.38,124.76,90
27076,Resect hip tum incl acetabul,A,75.3,75.3,150.6,90
27077,Resect hip tum w/innom bone,A,83.94,83.94,167.88,90
27078,Rsect hip tum incl femur,A,61.52,61.52,123.04,90
27080,Removal of tail bone,A,15.48,15.48,30.96,90
27086,Remove hip foreign body,A,9.4,5.15,14.55,10
27087,Remove hip foreign body,A,18.68,18.68,37.36,90
27090,Removal of hip prosthesis,A,25.13,25.13,50.26,90
27091,Removal of hip prosthesis,A,47.84,47.84,95.68,90
27093,Injection for hip x-ray,A,6.9,2.01,8.91,0
27095,Injection for hip x-ray,A,9.16,2.43,11.59,0
27096,Inject sacroiliac joint,A,4.93,2.47,7.4,0
27097,Revision of hip tendon,A,20.8,20.8,41.6,90
27098,Transfer tendon to pelvis,A,21.18,21.18,42.36,90
27100,Transfer of abdominal muscle,A,25.22,25.22,50.44,90
27105,Transfer of spinal muscle,A,26.42,26.42,52.84,90
27110,Transfer of iliopsoas muscle,A,29.39,29.39,58.78,90
27111,Transfer of iliopsoas muscle,A,27.39,27.39,54.78,90
27120,Reconstruction of hip socket,A,39.13,39.13,78.26,90
27122,Reconstruction of hip socket,A,33.31,33.31,66.62,90
27125,Partial hip replacement,A,34.13,34.13,68.26,90
27130,Total hip arthroplasty,A,38.63,38.63,77.26,90
27132,Total hip arthroplasty,A,50.16,50.16,100.32,90
27134,Revise hip joint replacement,A,57.04,57.04,114.08,90
27137,Revise hip joint replacement,A,43.99,43.99,87.98,90
27138,Revise hip joint replacement,A,45.68,45.68,91.36,90
27140,Transplant femur ridge,A,27.16,27.16,54.32,90
27146,Incision of hip bone,A,38.55,38.55,77.1,90
27147,Revision of hip bone,A,44,44,88,90
27151,Incision of hip bones,A,47.51,47.51,95.02,90
27156,Revision of hip bones,A,51.16,51.16,102.32,90
27158,Revision of pelvis,A,42.1,42.1,84.2,90
27161,Incision of neck of femur,A,36.8,36.8,73.6,90
27165,Incision/fixation of femur,A,41.32,41.32,82.64,90
27170,Repair/graft femur head/neck,A,35.23,35.23,70.46,90
27175,Treat slipped epiphysis,A,20.25,20.25,40.5,90
27176,Treat slipped epiphysis,A,27.94,27.94,55.88,90
27177,Treat slipped epiphysis,A,33.71,33.71,67.42,90
27178,Treat slipped epiphysis,A,27.94,27.94,55.88,90
27179,Revise head/neck of femur,A,29.6,29.6,59.2,90
27181,Treat slipped epiphysis,A,33.85,33.85,67.7,90
27185,Revision of femur epiphysis,A,21.87,21.87,43.74,90
27187,Reinforce hip bones,A,30.13,30.13,60.26,90
27197,Clsd tx pelvic ring fx,A,4.04,4.04,8.08,0
27198,Clsd tx pelvic ring fx,A,9.5,9.5,19,0
27200,Treat tail bone fracture,A,5.91,5.98,11.89,90
27202,Treat tail bone fracture,A,16.07,16.07,32.14,90
27215,Treat pelvic fracture(s),I,18.17,18.17,36.34,90
27216,Treat pelvic ring fracture,I,26.84,26.84,53.68,90
27217,Treat pelvic ring fracture,I,25.24,25.24,50.48,90
27218,Treat pelvic ring fracture,I,34.59,34.59,69.18,90
27220,Treat hip socket fracture,A,12.8,12.63,25.43,90
27222,Treat hip socket fracture,A,29.64,29.64,59.28,90
27226,Treat hip wall fracture,A,31.94,31.94,63.88,90
27227,Treat hip fracture(s),A,49.58,49.58,99.16,90
27228,Treat hip fracture(s),A,56.31,56.31,112.62,90
27230,Treat thigh fracture,A,15.01,14.73,29.74,90
27232,Treat thigh fracture,A,21.96,21.96,43.92,90
27235,Treat thigh fracture,A,27.43,27.43,54.86,90
27236,Treat thigh fracture,A,35.99,35.99,71.98,90
27238,Treat thigh fracture,A,14.39,14.39,28.78,90
